text,label
"Судьба всякой истины — сначала быть осмеянной, а потом уже признанной.",0
Попытка создать рай на земле неизбежно приводит к созданию преисподней.,0
"Ничто так не взрослит, как предательство.",0
"Первое время в тюрьме самое неприятное было просыпаться утром. Сны сняться совершенно обычные, что я на даче или я гуляю с девушкой, или бегаю где-нибудь с автоматом по городу, – обычные сны. Просыпаешься, глаз еще не открыл, понимаешь, что не дома. Вроде как даже в тюрьме. Но, думаешь, может это все приснилось, может, окажусь в своей кровати. Глядь – нихрена, опять камера, опять эти стены, опять сокамерники. Черт.",0
"Если человек не шагает в ногу со своими спутниками, может быть, это оттого, что ему слышны звуки иного марша? Пусть же он шагает под ту музыку, какая ему слышится, хотя бы и замедленную, хотя бы и отдалённую. ",0
"Торгуя честью, не разбогатеешь.",0
"Нет никчемной работы, а есть никчемные люди, которых не устроит никакая работа.",0
Революция это всё равно что трубу в канализации прорвало и говно повсплывало.,0
"О чем невозможно говорить, о том следует молчать",0
"О чём ты думаешь, тем ты и становишься.",0
"Человеческому разуму присуще созидательное начало, и любая неразрешимая проблема для него мучительна.",0
"Чтобы умереть, нужно обладать невероятным смирением. Странно, что такое смирение обнаруживают все.",0
"Имеющие опыт знают ""что"", но не знают ""почему"". Владеющие же искусством знают ""почему"", то есть знают причину.",0
"Утверждать нужно не право на счастье каждого человека, а достоинство каждого человека, верховную ценность каждого человека, который не должен быть превращен в средство. ",0
Люди. Людей надо любить. Люди достойны восхищения. Сейчас меня вырвет наизнанку. ,0
"Смыслом жизни являются те цели, которые заставляют вас ценить её.",0
"Когда судьба возносит нас сразу на такую высоту, о которой мы не могли и мечтать, то почти всегда оказывается, что мы не в состоянии достойно держать себя в новом положении.",0
"Истинная дружба — одна из тех вещей, о которых, как о гигантских морских змеях, неизвестно, являются ли они вымышленными или где-то существуют.",0
А свою любовь я собственноручно,0
"Люди, которых коробит от сильных выражений, просто трусы, пугающиеся настоящей жизни, и такие слабые люди наносят наибольший вред культуре и общественной морали.",0
Миф о чистом зле сбивает нас с толку и мешает понять зло настоящее.,0
"Стремясь, по-лосевски, к вящей выразительности, представим сей вывод формулой: ",0
"В наше время мы должны неустанно напоминать, что то, чем человек отличается от животного, есть мышление. ",0
"Истинный скептик так же недоверчиво относится к своим сомнениям, как и к философским сочинениям",0
Не строй скромных планов — они не способны взволновать душу.,0
"Медленность наша умножит силы неприятеля. Быстрота и внезапность расстроят его и поразят. Широта реки не сузится, высота берегов не понизится. Русский Бог силен. С Ним перелетим полетом богатырским, с Ним победим! ",0
"Натурофилософы говорили, что живое существо постоянно испытывает боль, и зрение и слух болезненны, но мы уже привыкли.",0
Желание является сущностью человека.,0
"Мужчина в сравнении с женщиной лучше её по самой природе, а женщина хуже его, потому он властвует над ней, а она подчиняется ему.",0
"Большинство людей живут, следуя своим чувствам, а не разуму.",0
"Благотворительность больше родит потребностей, чем устраняет нужд.",0
"Если человек начинает интересоваться смыслом жизни или её ценностью, это значит, что он болен",0
"Никто не знает, что есть люди , прикладывающие колоссальные усилия , чтобы быть нормальными.",0
"Некоторые, стремясь искоренить предрассудок, истребляют заодно добродетель, честность и религию. ",0
"Сегодня познание всего и вся доступно так быстро и дешево, что в следующее мгновение полученное так же поспешно и забывается",0
"И почему Вы так боитесь повторить то, что было уже до Вас сказано? Ведь старое, будучи связано с вашими собственными мыслями, всегда проявляет себя с новой стороны и предоставляет порой такие возможности, о которых даже и не помышляешь. ",0
"Важный вопрос, который следует разрешить «на практике»: можно ли быть счастливым и одиноким?",0
Друг - это другой я.,0
"Пока ты смотришь в бездну, бездна смотрит в тебя.",0
"Свобода без социализма — это привилегия, несправедливость; социализм без свободы — это рабство.",0
"Правители нуждаются в мудрецах значительно больше, чем мудрецы в правителях.",0
"Для того, чтобы усовершенствовать ум, надо больше размышлять, чем заучивать.",0
"Мой опыт наблюдения над людьми тоже научил меня чему угодно, только не вере в изначально присущие человеку доброту и нравственность. ",0
"Люди, когда у них перестает хватать силы для мысли, начинают заниматься тенью мысли — практикой.",0
"Любовь есть интимно-личная сфера жизни, в которую общество не смеет вмешиваться",0
"-Все равно, паровоз соберешь, а его из пушки расшибут! - сомневался в полезности труда один слесарь. ",0
"Прежде всего меня приводит в ужас и смущение то безнадежное одиночество, на которое обрекает меня моя философская система.",0
"Каждый из нас — это половинка человека, рассеченного на две части. И поэтому каждый всегда ищет соответствующую ему половину. Поэтому любовь — это жажда цельности и стремление к ней. ",0
"Знай, что тот, кто намерен добиться победы, должен стать коварным, скрытным, хитрым, лукавым, вором и грабителем, а также превосходить противника в военных хитростях. ",0
"Чем больше противоположности расходятся, тем более они сходятся для борьбы, и из этой борьбы возникает «прекраснейшая гармония». ",0
"Дайте человеку всё, чего он желает, и в ту же минуту он почувствует, что это всё не есть всё.",0
"Человек умный будет прежде всего стремиться избежать всякого горя, добыть спокойствие и досуг; он будет искать тихой, скромной жизни, при которой бы его не трогали, а поэтому, при некотором знакомстве с так называемыми людьми, он остановит свой выбор на замкнутой жизни, а при большом уме — на полном одиночестве. Чем больше человек имеет в себе, тем меньше требуется ему извне, тем меньше могут дать ему другие люди. Вот почему интеллигентность приводит к необщительности. Если бы качество общества можно было заменить количеством, тогда стоило бы жить даже в «большом свете»; но, к несчастью, сто дураков вместе взятых не составят и одного здравомыслящего. Напротив, человек другой крайности, коль скоро нужда позволит ему сделать передышку, будет, во что бы то ни стало, искать развлечения и общества, довольствуясь, чем попало, и ничего так не избегая, как самого себя. Ибо в одиночестве, где каждый предоставлен самому себе, тут-то и обнаруживается, что человек имеет в себе самом: простофиля и в пурпуре будет кряхтеть под неслагаемым бременем своей жалкой индивидуальности, тогда как человек высокоодаренный самую пустынную обстановку населит и оживит своими мыслями. Потому-то весьма справедливо замечание Сенеки: «Omnis stultitia laborat fastidio sui» (всякая глупость страдает отвращением к себе самой), — равно как и изречение Иисуса Сираха: «Жизнь глупца горше смерти».",0
"Господь содеял мышеловку для диавола, поместив туда человеческую плоть Христа как приманку",0
"Гнев ослепляет, но, к сожалению, не парализует язык.",0
"Успех одаряет очень многим, только не друзьями",0
"Кто предпринимает великие дела, подвергается и великим искушениям.",0
"Трудно измерить наслажденье, доставляемое мне тем, что усталость моя проходит сама собою. Мне не нужно ни бани, ни притираний, никакого лекарства, кроме времени. То, что сделал со мною труд, исправит покой. Скромный ужин тут будет для меня приятнее вступительного пира. Ведь я неожиданно испытал свою душу, а такое испытание и проще и надежнее. Когда человек подготовится и заставит себя быть терпеливым, тогда не так ясно, какова его подлинная стойкость; самые верные доказательства — те, которые он представил без подготовки, если смотрел на трудности не только равнодушно, но и кротко, если не вспылил и не затеял ссоры; если сам себе восполнил отсутствием желанья все, чего не получил; если думал, что и того, и этого не хватает не ему, а его привычке. Ведь только не имея некоторых вещей, мы узнаем, что многие из них нам и не нужны. Мы пользовались ими не по необходимости, а потому что они у нас были.",0
Сегодня у нас день Дугина.,0
"Я это отношение, относящее себя к себе самому.",0
Круглое невежество — не самое большое зло: накопление плохо усвоенных знаний ещё хуже. ,0
"Всякий повторяет за Аристотелем, что друзей вообще нет, и каждый, в частности, уверяет, что он хороший друг. Возможность выдвигать столь противоположные утверждения предполагает, что в дружбе есть много лицемеров и много людей, не знающих себя самих",0
"Проявляй те качества, какие ты в силах проявить: искренность, серьёзность, выносливость в труде, безразличие к удовольствиям, умение удовлетворяться малым, благожелательность, откровенность, презрение к поверхности, свободу от ложного великодушия.",0
"Полагать, что люди действительно думают то, что говорят, — одно из самых больших и постоянных заблуждений.",0
"А сколько людей занято практическими нуждами огромных городов, сколько стражей порядка! Но нет причин для беспокойства, ибо люди неисчислимы, как песчинки в пустыне Сахаре. Войны, концлагеря, тюрьмы, авто и авиакатастрофы, переполненные больницы только способствуют увеличению населения. Отсюда лицемерная скорбь, с которой хоронят усопших великих ученых, политических деятелей, артистов. От нас уходят великие, незаменимые, единственные, без них жизнь оскудеет. Но «подсознательно» каждый чувствует: на смену явятся сотни других, столь же значительных и необходимых.",0
"История повторяется дважды — сначала в виде трагедии, потом в виде фарса.",0
"Коммуникация любого вида настолько свойственна человеку в основе его существа,что она всегда остаётся возможной,и никогда нельзя знать,какой глубины она достигнет... готовность к коммуникации - не следствие знания,а решение вступить на путь человеческого бытия. Идея коммуникации - не утопия,а вера.",0
"Надежда — это стремление души убедить себя в том, что желаемое сбудется",0
Проблема классической логики — в ее одержимости сохранения правды.,0
"Здравомыслие есть вещь, распределенная справедливее всего; каждый считает себя настолько им наделенным, что даже те, кого всего труднее удовлетворить в каком-либо другом отношении, обыкновенно не стремятся иметь здравого смысла больше, чем у них есть",0
"Чем больше я узнаю, тем больше я понимаю, что я ничего не знаю.",0
Тьмы истин нам дороже ,0
"...Сознание способно нести в себе весьма малое содержание в каждый конкретный момент. Все прочее оказывается бессознательным. Мы получаем ощущение непрерывности или общего понимания, или осведомленности об осознаваемом мире только через последовательность сознательных моментов. Мы не способны удержать целостный образ, потому что сознание слишком узко, и видим только вспышки существования. Мы словно наблюдаем мир через узкую щель и видим отдельные моменты, все остальное пребывает в темноте и неизвестности. Внешнее пространство всегда громадно и непрерывно, в то время как пространство сознания – ограниченное поле моментального видения.",0
Муки нечистой совести – это ад для живой души,0
"Дружба между мужчиной и женщиной — вещь невозможная; между ними может быть страсть, вражда, любовь, но только не дружба.",0
Бесплатно только птички поют.,0
"У ""человечества"" нет никакой цели, никакой идеи, никакого плана, так же как нет цели у вида бабочек или орхидей. «Человечество» — пустое слово. ",0
Политика - это слабое место метафизики.,0
"Но величайший вред, который принесла кантовская, темная местами манера изложения, заключался в том, что она подействовала как exemplar vitiis imitabilis и даже получила пагубное значение авторитетности. Публике пришлось согласиться с тем, что темное не всегда бессмысленно, и бессмысленное сразу же стало маскироваться темнотой изложения. Фихте был первым, кто воспользовался этой новой привилегией и широко ее применял; Шеллинг, во всяком случае, не отставал от него в этом, а голодное стадо бездарных и бесчестных писак вскоре превзошло их обоих. Однако величайшая наглость в преподнесении чистой бессмыслицы, в наборе бессмысленных, диких словообразований, которые до сих пор можно было услышать только в доме умалишенных, нашла наконец свое выражение в произведениях Гегеля.",0
"Какой позор соста­рить­ся из-за сво­его пре­не­бре­жи­тель­но­го отно­ше­ния ко все­му, не увидав, каким кра­сав­цем и сила­чом можешь стать!",0
"Экономика — лишь условие и средство человеческой жизни, но не цель её, не высшая ценность и не определяющая причина.",0
"Некоторые делят верховную власть таким образом, что как на войне, так и в мирное время предоставляют ее одному человеку (которого они называют монархом), но право распоряжаться деньгами они предоставляют не ему, а другим. Поскольку же деньги — это главная сила (nervi) и на войне, и в мирное время, то те, кто настаивают на таком разделении власти, на самом деле не делят ее, но отдают эту власть тем, в чьих руках находятся деньги, и лишь номинально предоставляют ее другому. Если же они Действительно произведут разделение власти, они тем самым разрушат государство вообще, ибо без денег невозможно ни вести войны, если возникает такая необходимость, ни сохранять общественный мир.",0
Когда человек забирает свою жизнь в депрессии это естественная смерть от духовных причин. Современное варварство «спасения» самоубийцы основано на непонимании природы существования. ,0
Любовь - это активная заинтересованность в жизни и развитии объекта любви.,0
"Так как писать умели главным образом мужчины, все несчастья на свете были приписаны женщинам.",0
Революционная война против современного государства-метрополии может вестись только в аду.,0
"Установив такое близкое соотношение между гениальными людьми и помешанными, природа как бы хотела указать нам на нашу обязанность снисходительно относиться к величайшему из человеческих бедствий — сумасшествию. ",0
"Пока мифы еще новы, они нередко теоретически весьма продуктивны.",0
"Мы стремимся в большей степени к тому, чтобы отвести от себя страдания, нежели к тому, чтобы получить удовольствие.",0
"Никогда не оправдывайся. Твоим друзьям это не нужно, а враги все равно не поверят. ",0
"Обладающий истиной знает, что иллюзия - это единственная реальность, тогда как материя - не более чем обман. ",0
"Нас делает счастливыми именно излишнее, а не то, что всем необходимо.",0
"Стоит ли говорить об абсурдности отождествления правых в политическом смысле с правыми в смысле экономическом? Именно на этом жульнически строят свою полемику марксисты. Они не делают никакого различия между правыми и капиталистической, консервативной, «реакционной» буржуазией, озабоченной лишь защитой собственных интересов и привилегий. Настоящие правые и правые в экономическом смысле не только не схожи между собой, но прямо противоположны друг другу. ",0
"Всё, что совершается в зависимости от ожидаемой награды или кары, будет эгоистическим деянием и, как таковое, лишено чисто моральной ценности. ",0
У каждого из нас есть особое знакомство с самим собой,0
"Те, кто, слушая, не понимают, уподобляются глухим, о них свидетельствует изречение: «Присутствуя, они отсутствуют». ",0
Хуило! Хуило! Хуило! Хуило! Хуило! Хуило! Хуило! Хуило! Хуило! Хуило! Хуило! Хуило! Хуило!,0
Нравственность без блаженства – это слово без смысла,0
Любой прогресс и любое творчество — это создание новых условий для случая.,0
"Желание — вот настоящая реальность. Даже сожаление есть то же самое желание, только поменявшее направленность. Желание того, чего больше нет.",0
"Подумай, как трудно изменить себя самого, и ты поймëшь, сколь ничтожны твои возможности изменить других.",0
"Кто боится других, тот раб, хотя он этого не замечает.",0
"Смерть есть самое ужасное, и для того, чтобы выдержать действие смерти, требуется величайшая сила...",0
В каждом деле смотри на цель и откажешься от всего лишнего.,0
"Для счастья необходимо полное достоинство в чувствах, даже в боли.",0
Факты- ужасно упрямая вещь.,0
"В определенном смысле то, что мы называем счастьем, случается в результате удовлетворения длительное время сдерживаемых потребностей.",0
"Если существует нечто вроде катастрофы в творчестве великих мыслителей, то она состоит не в том, что они «потерпели фиаско» и не продвинулись дальше, а в том, что они продвинулись —«дальше», вместо того чтобы остановиться у истока их собственного большого начала.",0
"...не утруждай себя преградами других; достаточно, если ты разрушишь свои собственные.",0
"Чем отличается гений от безумца? Безумец видит, но не знает, как это передать. А гений может это переложить на язык сознания.",0
"Образование не даёт ростков в душе, если оно не проникает до достаточной глубины.",0
"Матрица настолько сильна, что может позволить снять фильм, разоблачающий ее суть.",0
"Ужас может быть благородным, но страх всегда низкий.",0
"Волшебство, избавленное от необходимости врать про то, что чудеса бывают, называют искусством.",0
"Не важно с какой скоростью ты движешься к своей цели, главное не останавливаться.",0
"Легче окунуть в воду мех, наполненный воздухом, чем заставить силой какого-либо хорошего человека совершить что-либо вопреки его воле.",0
…социалисты не предлагают своим последователям взамен личной свободы ничего кроме ада рабства и безнадёжного унижения.,0
"Князь Сюань спросил: «Правда ли, что великий У-ван покарал князя Чжоу?» ",0
"Счастлив, кто в горе другого может науку найти, чтобы свое отвратить",0
"Мы привыкли думать про себя, что мы – разумные существа и в состоянии, в частности, отличать внутреннее от внешнего и подлинное от вымышленного. Но где гарантии, что мы проводим эти различия правильно?",0
"Мужчин, представляющих собой половинку прежнего мужчины, влечет ко всему мужскому. Это самые лучшие «...» [мужчины], ибо они от природы самые мужественные. ",0
"Вера — это топор гильотины, так же тяжела, так же легка.",0
"Когда какая-либо вещь среди творений бога кажется нам достойной порицания, мы должны заключить, что она недостаточно нами понята и что мудрец, который постиг бы ее, решил бы, что невозможно даже желать чего-либо лучшего.",0
"Чем больше человек имеет в себе, тем меньше требуется ему извне, тем меньше могут дать ему другие люди.",0
"Главный враг любви — равнодушие, а не ненависть.",0
"Единственное и исключительно оригинальное творчество новоевропейского материализма заключается именно в мифе о вселенском мертвом Левиафане, вселенском дохлом чудище. Вы живете холодным блудом оцепеневшего мирового пространства и изувечиваете себя в построенной вами самими черной тюрьме нигилистического естествознания. А я люблю небушко, голубое-голубое, родное-родное…",0
"Умный человек утешает себя тем, что сознает неизбежность случившегося. Дурак утешается тем, что и с другими произошло то же, что и с ним.",0
"Хотел бы я избавиться от мыслей, которые портят мое счастье.",0
"Мы то, что делаем неоднократно. Таким образом, совершенство - это не действие, а привычка. ",0
"Кто сказал вам, что существуют законы, которым должно подчиняться наше поведение?",0
"Если политический деятель осуществляет нажим с целью заставить искусство своей эпохи выражать определенный культурный мир—это будет политическим актом, а не проявлением художественной критики, ибо если культура, за которую идет борьба, является живым и необходимым делом, ее стремление к развитию становится неудержимым и она найдет своих художников. Если же, несмотря на нажим, этого стремления не видно и оно не действует, то это означает, что речь шла о ложной и фальшивой культуре, о бумажном корпений посредственностей, которые жалуются на то, что люди, занимающие более высокое положение, не согласны с ними. ",0
"Если вы решили действовать, закройте двери для сомнений.",0
"Трагедия — это обман, где обманщик справедливее честного, а обманутый мудрее необманутого.",0
"Борьбу открыла природа, ненависть изобрел человек.",0
"Поэтический гений это вам не дар слова (дар слова необходим, ведь дело идет о словах, но как часто он теряется): это обожествление руин, которых ждет не дождется сердце, дабы все застывшие вещи рассыпались прахом, себя теряя и сообщая.",0
Любить — это находить в счастье другого свое собственное счастье,0
"Язык народа — лучший показатель его образования, а также культуры и просвещения",0
"Одичавшие учителя народных школ, безработные техники и дезориентированные мелкие буржуа вот они защитники «народа» —вот кто будет устанавливать масштабы.",0
"Человеческий разум есть признак высшей жизни, какую мы знаем. Но он не содержит свою жизнь в себе самом, а должен получать ее каждый момент. Не жизнь содержится в нем, а он в жизни. Но что такое сама жизнь, ее источник и природа, это для нас глубочайшая тайна.",0
"Я сомневаюсь, значит мыслю; я мыслю, значит существую. ",0
"Люди лишь по той причине считают себя свободными, что свои поступки они сознают, а причин, их вызвавших, не знают.",0
Я люблю порядок. Я фашист в личной жизни. Поэтому я с радостью пошел в армию в юности. Официально армия гомофобна. На деле же подавленная гомосексуальность была основой нашего общения.,0
"Мнить, а не знать, весьма постыдно по двум причинам: ведь не может учиться тот, кто убедил себя, что уже владеет знаниями, да и сама по себе самоуверенность является признаком малоодаренной души.",0
"Те сомнения, которые не разрешает теория, разрешит тебе практика.",0
"Судьба – это не результат случайных обстоятельств, а результат выбора; ее надо не ждать, а создавать.",0
"Тирания более пагубна, чем олигархия, а олигархия, чем демократия",0
"Душу можно врачевать,как и тело.",0
"Болезни мысли губительнее и встречаются чаще, чем болезни тела.",0
"Литературная критика противна здравому смыслу: читать нужно не для того,чтобы понять другого,а чтобы понять самого себя.",0
Для настоящего мыслителя нет абсолютно верных или неверных точек зрения. ,0
"Невежество может достичь такого уровня, при котором оно, ни на что не воздействуя, непосредственно становится разрушением.",0
"Когда я представляю себя другим, я воображаю только себя, но не других. ",0
"Друг - это прежде всего тот, кто не берется судить.",0
"Не хвалитесь же способностью своего ума изобретать новое, довольствуйтесь сознанием, что она у вас есть.",0
"Всё, что вы видите во мне — это не моё, это ваше. Моё — это то, что я вижу в вас.",0
"Беспредельное есть начало сущего. Ибо из него все рождается и в него все разрешается. Вот почему возникает и разрешается обратно в то, из чего возникает, бесконечное число миров.",0
"Мужчине следует остерегаться женщины, которая любит: ибо тогда она готова на любую жертву, и все остальное не имеет никакой ценности в ее глазах.",0
"Двери счастья отворяются, к сожалению, не внутрь, тогда их можно было бы растворить бурным напором, а изнутри, и потому ничего не поделаешь!",0
"Мир никогда не удавалось ни исправить, ни устрашить наказанием.",0
"Писатель находится в ситуации его эпохи: каждое слово имеет отзвук, каждое молчание — тоже.",0
"Печальная правда в том, что большинство зла делают люди, которые не изменили своего мнения о том, чтобы делать зло или добро.",0
Влюбиться не значит любить. Влюбиться можно и ненавидя.,0
"Любопытный отыскивает редкости только затем, чтобы им удивляться; любознательный же затем, чтобы узнать их и перестать удивляться.",0
"Любовь или вовсе не существует, или она для нас словно смерть, словно движение стремительной потери, быстро переходящее в трагедию и останавливающееся только в смерти.",0
Знание ни у кого не может выйти за пределы своего опыта. ,0
"Любящий божественнее любимого, потому что вдохновлен богом.",0
Искусство балансирует между двумя пропастями — легкомыслием и пропагандой.,0
"Человек входит в жизнь мягким и слабым, а умирает жестким и крепким. Жесткость и сила — спутники смерти!",0
"Тот, кто верит в прогресс, не должен считать совершенным ни одно учение ",0
"Человек, стремящийся к великому, смотрит на каждого встречающегося ему на пути,либо как на средство,либо как на задержку и препятствие – либо как на временное ложе для отдыха.",0
А русские всё не идут...,0
"Для того, чтобы понять, что счастье не в деньгах, нужно сперва узнать и то, и другое – счастье и деньги.",0
"Законное насилие для нас почти неощутимо, потому что слишком привычно.",0
"Постоянная деградация человеческого мира неизбежна, ибо лучшие рождающиеся в нём существа мечтают лишь об одном - покинуть его безвозвратно.",0
Великое искусство научиться многому - это браться сразу за немногое.,0
"Человек, недовольный немногим, не бывает доволен ничем.",0
"Запад, из состояния рабства переходя в состояние бунта, принимает бунт за свободу, хвалится ею и видит рабство в России. Россия же постоянно хранит у себя признанную ею самою власть, хранит её добровольно, свободно, и поэтому в бунтовщике видит только раба с другой стороны, который так же унижается перед новым идолом бунта, как перед старым идолом власти; ибо бунтовать может только раб, а свободный человек не бунтует. ",0
"Никакое наслаждение само по себе не есть зло; но средства достижения иных наслаждений доставляют куда больше хлопот, чем наслаждений.",0
Природе угодно вести нас к счастью лишь через страдания.,0
